Autor;Título;Archivo;Volumen;Seccion;URL;Ano
Ana Belén Martínez López;Traducción audiovisual de contenido biosanitario: estudio de caso;n31_tradyterm_Lopez.pdf;31;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n31_tradyterm_Lopez.pdf;2010
Cristina Márquez Arroyo;Trinidad Arroyo de Márquez (1872-1959): primera oftalmóloga española, políglota, redactora médica y una mujer de armas tomar;n31_semblanzas_Marquez.pdf;31;Semblanzas;https://www.tremedica.org/wp-content/uploads/n31_semblanzas_Marquez.pdf;2010
Editorial Lid;LID Editorial publica el Diccionario LID de cardiología;n31_resenas_EmpresVerdana.pdf;31;Reseñas;https://www.tremedica.org/wp-content/uploads/n31_resenas_EmpresVerdana.pdf;2010
Elena Echeverría Pereda|Isabel Jiménez Gutiérrez;La terminología anatómica en español, inglés y francés;n31_tribuna_PeredaGutierrez.pdf;31;Tribuna;https://www.tremedica.org/wp-content/uploads/n31_tribuna_PeredaGutierrez.pdf;2010
Fernando A. Navarro;Minidiccionario crítico de dudas (II etapa, 5.ª entrega);n31_tradyterm_navarro.pdf;31;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n31_tradyterm_navarro.pdf;2010
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Penicilina</em>;n31_entremeses_Navarro.pdf;31;Entremeses;https://www.tremedica.org/wp-content/uploads/n31_entremeses_Navarro.pdf;2010
Francisco Cortés Gabaudan;<em>Pleura</em>, un cambio de significado medieval que perdura;n31_entremeses_Gabaudan.pdf;31;Entremeses;https://www.tremedica.org/wp-content/uploads/n31_entremeses_Gabaudan.pdf;2010
Francisco Cortés Gabaudan;<em>Hormona</em>, un neologismo fruto de la colaboración de diversos especialistas;n31_entremeses_Gabaudan1.pdf;31;Entremeses;https://www.tremedica.org/wp-content/uploads/n31_entremeses_Gabaudan1.pdf;2010
Guillermo Murillo-Godínez;Apuntes sobre el sistema mexicano de formación médica;n31_cartas_Godinez.pdf;31;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n31_cartas_Godinez.pdf;2010
Guillermo Murillo-Godínez;Sobre <em>delicado</em>, <em>grave</em> y <em>reservado</em>;n31_cartas_Godinez2.pdf;31;Cartas a Panace@;https://www.tremedica.org/wp-content/uploads/n31_cartas_Godinez2.pdf;2010
Gustavo Pis-Díez Pretti;Sobre medicina y literatura;n31_resenas_Pis-DiezPretti.pdf;31;Reseñas;https://www.tremedica.org/wp-content/uploads/n31_resenas_Pis-DiezPretti.pdf;2010
Jaime de Nepas;Del revés;n31_lapiz_Nepas.pdf;31;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n31_lapiz_Nepas.pdf;2010
John Jairo Giraldo;Hacia una revisión del concepto de siglación;n31_tribuna_Ortiz.pdf;31;Tribuna;https://www.tremedica.org/wp-content/uploads/n31_tribuna_Ortiz.pdf;2010
José Lazaro|Andrés Pandiella|Juan C. Hernández-Clemente;Luis Martín Santos (1924-1964): psiquiatra, político, literato, intelectual;n31_semblanzas_PandiellaClemente.pdf;31;Semblanzas;https://www.tremedica.org/wp-content/uploads/n31_semblanzas_PandiellaClemente.pdf;2010
José M.ª Montero Vázquez;Crónica de una charla anunciada, pero en Sevilla (España);n31_congresos_Montero.pdf;31;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n31_congresos_Montero.pdf;2010
Juan Valentín Fernández de la Gala;Nuestro ilustrador: David Escalona;n31_ilustrador_DeLaGala.pdf;31;Nuestr@ ilustrador@;https://www.tremedica.org/wp-content/uploads/n31_ilustrador_DeLaGala.pdf;2010
Luis Pablo Nuñez;Lengua de la ciencia y diccionarios;n31_congresos_Nunez.pdf;31;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n31_congresos_Nunez.pdf;2010
M. Gonzalo Claros Díaz;Las patentes: algo más que biología, medicina, farmacia y química juntas;n31_tribuna_GonzaloClarosDiaz.pdf;31;Tribuna;https://www.tremedica.org/wp-content/uploads/n31_tribuna_GonzaloClarosDiaz.pdf;2010
M.ª Blanca Mayor Serrano;Necesidades terminológicas del traductor de productos sanitarios evaluación de recursos (EN, ES);n31_tradyterm_Serrano.pdf;31;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n31_tradyterm_Serrano.pdf;2010
M.ª Blanca Mayor Serrano;Revisión y corrección de textos médicos destinados a los pacientes… y algo más;n31_revistilo_MayorSerrano.pdf;31;Revisión y estilo;https://www.tremedica.org/wp-content/uploads/n31_revistilo_MayorSerrano.pdf;2010
Maite Aragonés Lumeras;<em>In caeremonia veritas</em> o de cómo librar a la traducción del yugo de las teorías lingüísticas;n31_tribuna_Lumeras.pdf;31;Tribuna;https://www.tremedica.org/wp-content/uploads/n31_tribuna_Lumeras.pdf;2010
Mercè Piqueras;Pasión por las palabras;n31_Editorial.pdf;31;Editorial;https://www.tremedica.org/wp-content/uploads/n31_Editorial.pdf;2010
Mónica Lalanda;¡A ver, esas manitas!;n31_entremeses_Lalanda.pdf;31;Entremeses;https://www.tremedica.org/wp-content/uploads/n31_entremeses_Lalanda.pdf;2010
Pablo Mugüerza Pecker;Traducción de ensayos clínicos: cuestión de protocolo;n31_tradyterm_MuguerzaPecker.pdf;31;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n31_tradyterm_MuguerzaPecker.pdf;2010
Pablo Mugüerza Pecker;Fisiopatología del dolor de costado en la «Elegía a Ramón Sijé», de Miguel Hernández: una traducción apócrifa;n31_entremeses_Muguerza.pdf;31;Entremeses;https://www.tremedica.org/wp-content/uploads/n31_entremeses_Muguerza.pdf;2010
Pepe Lillo;El cuento de las verdades inútiles;n31_lapiz_Lillo.pdf;31;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n31_lapiz_Lillo.pdf;2010
Redacción de Panace@;Agenda;n31_Agenda.pdf;31;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n31_Agenda.pdf;2010
Redacción de Panace@;Notas sobre Tremédica;n31_entremeses_RedaccionPanacea.pdf;31;Entremeses;https://www.tremedica.org/wp-content/uploads/n31_entremeses_RedaccionPanacea.pdf;2010
Reyes Albarrán Martín;Dixio: una nueva forma de entender los diccionarios;n31_resenas_Martin.pdf;31;Reseñas;https://www.tremedica.org/wp-content/uploads/n31_resenas_Martin.pdf;2010
Vincent Jenkins;<em>Rema</em>, una palabra olvidada;n31_entremeses_Jenkins.pdf;31;Entremeses;https://www.tremedica.org/wp-content/uploads/n31_entremeses_Jenkins.pdf;2010
Aníbal J. Morillo;<em>Palabras al viento</em>, bitácora virtual;n32_tribuna_morillo.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_morillo.pdf;2010
Carlos Seoane Prado;Los médicos y la toxicidad;n32_entremeses_prado.pdf;32;Entremeses;https://www.tremedica.org/wp-content/uploads/n32_entremeses_prado.pdf;2010
Cristóbal Pera;Un <em>blog</em> con ensayos mínimos sobre la salud;n32_tribuna_pera.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_pera.pdf;2010
Danielle Maxson;Report on Tremedica´s VIth Symposium;n32_congresos_maxson.pdf;32;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n32_congresos_maxson.pdf;2010
Editorial Lid;Inglés médico y sanitario;n32_resenas_editorial-lid.pdf;32;Reseñas;https://www.tremedica.org/wp-content/uploads/n32_resenas_editorial-lid.pdf;2010
Elise Langdon-Neuner|Gabi Berghammer;<em>The Write Stuff</em>: The importance of language for medical writers;n32_tribuna_neuner-berghammer.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_neuner-berghammer.pdf;2010
Fernando A. Navarro;Minidiccionario crítico de dudas (II etapa, 6.ª entrega);n32_tradyterm_navarro.pdf;32;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n32_tradyterm_navarro.pdf;2010
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Grelina</em>;n32_entremeses_navarro.pdf;32;Entremeses;https://www.tremedica.org/wp-content/uploads/n32_entremeses_navarro.pdf;2010
Fernando A. Navarro;¿Quién lo usó por vez primera? <em>Huesos wormianos</em>;n32_entremeses_navarro2.pdf;32;Entremeses;https://www.tremedica.org/wp-content/uploads/n32_entremeses_navarro2.pdf;2010
Francisco Cortés Gabaudan;El <em>Boletín de Dicciomed</em>, una aportación en el estudio histórico y etimológico del vocabulario médico y biológico;n32_tribuna_gabaudan.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_gabaudan.pdf;2010
Francisco Cortés Gabaudan;<em>Alergia</em>: acuñar una palabra no es un juego;n32_entremeses_gabaudan.pdf;32;Entremeses;https://www.tremedica.org/wp-content/uploads/n32_entremeses_gabaudan.pdf;2010
Francisco Cortés Gabaudan;<em>Amígdala</em>, árabe oculto;n32_entremeses_gabaudan2.pdf;32;Entremeses;https://www.tremedica.org/wp-content/uploads/n32_entremeses_gabaudan2.pdf;2010
Francisco Muñoz Guerrero;<em>Donde dice…</em>: cinco años de divulgación lingüística;n32_tribuna_guerrero.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_guerrero.pdf;2010
Gabe Bokor;<em>Translation Journal & Translation Journal Blog</em>: an on-line publication for translators, by translators, about translators and translation;n32_tribuna_bokor.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_bokor.pdf;2010
Gonzalo Casino;<em>Escepticemia</em>, una mirada escéptica sobre la salud y sus aledaños;n32_tribuna_casino.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_casino.pdf;2010
Isabel García Gimeno;Revista <em>Spanish Doctors</em>;n32_tribuna_gimeno.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_gimeno.pdf;2010
Javier Franco Aixelá;La gestación y desarrollo de la revista <em>MonTI</em>: una revista académica de traducción con algunas particularidades;n32_tribuna_aixela.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_aixela.pdf;2010
Javier Franco Aixelá;Una revisión de la bibliografía sobre traducción e interpretación médica recogida en BITRA (Bibliografía de Interpretación y Traducción);n32_tribuna_aixela2.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_aixela2.pdf;2010
Joaquín Segura;Las hojas de <em>Glosas</em>: un trayecto y una trayectoria respetables;n32_tribuna_segura.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_segura.pdf;2010
Joaquín Valls Arnau;Manchas y deseos;n32_lapiz_arnau.pdf;32;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n32_lapiz_arnau.pdf;2010
Jon Arrizabalaga;La edición y traducción de textos médicos medievales: entrevista al profesor Michael R. McVaugh;n32_semblanzas_arrizabalaga.pdf;32;Semblanzas;https://www.tremedica.org/wp-content/uploads/n32_semblanzas_arrizabalaga.pdf;2010
José Antonio Gutiérrez Fuentes;<em>Boletín Medes</em>;n32_tribuna_fuentes.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_fuentes.pdf;2010
José M.ª Montero Vázquez;La bitácora <em>Traducción de productos sanitarios</em>;n32_tribuna_vazquez.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_vazquez.pdf;2010
José Ramón Zárate;<em>Laboratorio del lenguaje</em>: apuntes lingüísticos y literarios para los lectores de <em>Diario Médico</em>;n32_tribuna_zarate.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_zarate.pdf;2010
Juan Manuel Martín Arias;<em>Asociado con</em> y <em>asociado a</em>: ejemplos de anglicismos de frecuencia en la traducción médica;n32_entremeses_martin.pdf;32;Entremeses;https://www.tremedica.org/wp-content/uploads/n32_entremeses_martin.pdf;2010
Juan Valentín Fernández de la Gala;Nuestro ilustrador: Dino Valls;n32_ilustrador_gala.pdf;32;Nuestr@ ilustrador@;https://www.tremedica.org/wp-content/uploads/n32_ilustrador_gala.pdf;2010
Juan Valentín Fernández de la Gala;No son cuadros, son espejos. Un itinerario simbólico por las páginas de <em>Panace@</em>;n32_ilustrador_gala2.pdf;32;Nuestr@ ilustrador@;https://www.tremedica.org/wp-content/uploads/n32_ilustrador_gala2.pdf;2010
Laura Munoa|Verónica Saladrigas;Un brindis en buena compañía por el décimo cumpleaños de <em>Panace@</em>;n32_editorial.pdf;32;Editorial;https://www.tremedica.org/wp-content/uploads/n32_editorial.pdf;2010
Luis González;<em>Puntoycoma</em>: el boletín de los traductores españoles de las instituciones de la Unión Europea;n32_tribuna_gonzalez.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_gonzalez.pdf;2010
Manon Genin;La pequeña historia de <em>Pharmaterm</em>;n32_tribuna_genin.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_genin.pdf;2010
Manon Genin;La petite histoire de <em>Pharmaterm</em>;n32_tribuna_genin-frenchversion.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_genin-frenchversion.pdf;2010
Manuel Navarro Seva;Cama 4C08;n32_lapiz_seva.pdf;32;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n32_lapiz_seva.pdf;2010
Mari Pepa Palomero;<em>El Trujamán</em>: un recuento;n32_tribuna_palomero.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_palomero.pdf;2010
María Barbero;<em>La Linterna del Traductor</em>, una revista para profesionales de la traducción, la revisión y la interpretación;n32_tribuna_barbero.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_barbero.pdf;2010
María Gabriela Ortiz|Karina R. Tabacinic|Damián Vázquez;VII Jornadas de Tremédica: mi Buenos Aires querido;n32_congresos_ortiz-tabacinic-vazquez.pdf;32;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n32_congresos_ortiz-tabacinic-vazquez.pdf;2010
Marta Cervera Areny;<em>Letra de médico</em>: lenguaje médico apto para todos los públicos;n32_tribuna_areny.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_areny.pdf;2010
Mary Esther Díaz;<em>Caduceus</em>: boletín de la División Médica de la ATA;n32_tribuna_diaz.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_diaz.pdf;2010
Mercedes de la Rosa-Sherman;Tremédica en Manhattan;n32_congresos_sherman.pdf;32;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n32_congresos_sherman.pdf;2010
Miguel Turrión;Bien combinar los sonidos con el tiempo;n32_entremeses_turrion.pdf;32;Entremeses;https://www.tremedica.org/wp-content/uploads/n32_entremeses_turrion.pdf;2010
Pollux Hernúñez;<em>Terminologie et Traduction</em>;n32_tribuna_hernunez.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_hernunez.pdf;2010
Pollux Hernúñez;Un gran diccionario;n32_resenas_hernunez.pdf;32;Reseñas;https://www.tremedica.org/wp-content/uploads/n32_resenas_hernunez.pdf;2010
Redacción de Panace@;Anexo: fichas técnicas de las publicaciones periódicas reunidas en el monográfico (por orden alfabético);n32_tribuna_anexo.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_anexo.pdf;2010
Redacción de Panace@;Agenda;n32_agenda.pdf;32;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n32_agenda.pdf;2010
Ricard Roca;<em>Què Cal Saber?</em>, las fichas de lexicografía de la Societat Catalana de Biologia;n32_tribuna_roca.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_roca.pdf;2010
Rosa Estopà Bagot;<em>Debate Terminológico</em>;n32_tribuna_bagot.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_bagot.pdf;2010
Sergio Viaggio;Epístola a los neojeronimenses;n32_entremeses_viaggio.pdf;32;Entremeses;https://www.tremedica.org/wp-content/uploads/n32_entremeses_viaggio.pdf;2010
Sylvie Vandaele;<em>Meta : Journal des traducteurs / Meta: Translators’ Journal</em>: revista internacional de investigación en traducción, terminología y lingüística e interpretación;n32_tribuna_vandaele.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_vandaele.pdf;2010
Sylvie Vandaele;<em>Meta : Journal des traducteurs / Meta: Translators’ Journal</em>: Une revue internationale de recherche en traduction, terminologie et linguistique, interprétation;n32_tribuna_vandaele-frenchversion.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_vandaele-frenchversion.pdf;2010
Xusto Rodríguez Río;<em>Un idioma preciso</em>;n32_tribuna_rio.pdf;32;Tribuna;https://www.tremedica.org/wp-content/uploads/n32_tribuna_rio.pdf;2010
Bertha M. Gutiérrez Rodilla;Sobre algunos de los tópicos que acompañan a la comunicación científica y al género de «divulgación»;n33-Resenas-Rodilla.pdf;33;Reseñas;https://www.tremedica.org/wp-content/uploads/n33-Resenas-Rodilla.pdf;2011
Cristina Márquez Arroyo;Estanislao Lluesma Uranga y la traducción médica;n33-Semblanzas-Arroyo.pdf;33;Semblanzas;https://www.tremedica.org/wp-content/uploads/n33-Semblanzas-Arroyo.pdf;2011
Estanislao Lluesma Goñalóns;Mi padre, Estanislao Lluesma Uranga;n33-Semblanzas-Gonalons.pdf;33;Semblanzas;https://www.tremedica.org/wp-content/uploads/n33-Semblanzas-Gonalons.pdf;2011
Estanislao Lluesma Goñalóns|Cristina Márquez Arroyo;Estanislao Lluesma Uranga: médico, profesor, traductor y hombre de letras;n33-Semblanzas-GonalonsArroyo.pdf;33;Semblanzas;https://www.tremedica.org/wp-content/uploads/n33-Semblanzas-GonalonsArroyo.pdf;2011
Fernando Rico-Villademoros|Teresa Hernando;La introducción de un artículo científico original: el minusvalorado corazón del estudio;n33-Ponencias-Villademoros.pdf;33;Tribuna;https://www.tremedica.org/wp-content/uploads/n33-Ponencias-Villademoros.pdf;2011
Francisco Cortés Gabaudan;<em>Crisis</em>: una palabra médica con mucho éxito en otros ámbitos;n33-Entremeses-Gabaudan.pdf;33;Entremeses;https://www.tremedica.org/wp-content/uploads/n33-Entremeses-Gabaudan.pdf;2011
Francisco Cortés Gabaudan;<em>Orgasmo</em>: la cólera y el placer sexual;n33-Entremeses-Gabaudan1.pdf;33;Entremeses;https://www.tremedica.org/wp-content/uploads/n33-Entremeses-Gabaudan1.pdf;2011
Gemma Sanza Porcar;Cuando las palabras se convierten en emociones;n33-Congresos-Porcar.pdf;33;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n33-Congresos-Porcar.pdf;2011
Joaquín Valls Arnau;La revisión médica;n33-Lapiz-Arnau.pdf;33;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n33-Lapiz-Arnau.pdf;2011
Joaquín Valls Arnau;Jugando a médicos;n33-Lapiz-Arnau1.pdf;33;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n33-Lapiz-Arnau1.pdf;2011
Joaquín Valls Arnau;La guardia;n33-Lapiz-Arnau2.pdf;33;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n33-Lapiz-Arnau2.pdf;2011
José Antonio de la Riva Fort;Cuatro herramientas para cuatro actividades profesionales. Recursos de Microsoft Word para la redacción, traducción, corrección y revisión de documentos especializados;n33-Tribuna-Fort.pdf;33;Tribuna;https://www.tremedica.org/wp-content/uploads/n33-Tribuna-Fort.pdf;2011
José Antonio de la Riva Fort;Utilidad de la nueva <em>Ortografía de la lengua española</em> para el profesional del lenguaje;n33-Resenas-Fort.pdf;33;Reseñas;https://www.tremedica.org/wp-content/uploads/n33-Resenas-Fort.pdf;2011
José Antonio de la Riva Fort;Una celebración de la interdisciplinariedad;n33-Congresos-Fort.pdf;33;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n33-Congresos-Fort.pdf;2011
Juan Antonio Puerto Sebastián;¡Cuídese del revisor!: <em>Layperson</em> y compañía;n33-Ponencias-Sebastian.pdf;33;Tribuna;https://www.tremedica.org/wp-content/uploads/n33-Ponencias-Sebastian.pdf;2011
Juan Manuel Igea Aznar;El reparador de palabras;n33-Lapiz-Igea.pdf;33;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n33-Lapiz-Igea.pdf;2011
Juan Manuel Igea Aznar;Inmunología para torpes;n33-Resenas-Igea.pdf;33;Reseñas;https://www.tremedica.org/wp-content/uploads/n33-Resenas-Igea.pdf;2011
Juan Manuel Martín Arias;Revisión de los términos del léxico psiquiátrico de la vigésima segunda edición del diccionario de la Real Academia Española y propuesta de nuevos lemas. Primera entrega (A-C);n33-Tradyterm-Arias.pdf;33;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n33-Tradyterm-Arias.pdf;2011
Juan Manuel Martín Arias;Sobre mapaches, cangrejos, plurales y determinantes posesivos;n33-Entremeses-Arias.pdf;33;Entremeses;https://www.tremedica.org/wp-content/uploads/n33-Entremeses-Arias.pdf;2011
Juan Valentín Fernández de la Gala;Nuestro ilustrador: Ricardo Barbetti;n33-Ilustrador-DeLaGala.pdf;33;Nuestr@ ilustrador@;https://www.tremedica.org/wp-content/uploads/n33-Ilustrador-DeLaGala.pdf;2011
Karina R. Tabacinic;Little Orphan Annie´s Eyes Nuclei (¿qué tienen los ojos de la huerfanita?);n33-Tradyterm-Tabacini.pdf;33;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n33-Tradyterm-Tabacini.pdf;2011
M. Gonzalo Claros Díaz;¿Quién lo usó por vez primera? <em>Cromatografía</em>;n33-Entremeses-Diaz.pdf;33;Entremeses;https://www.tremedica.org/wp-content/uploads/n33-Entremeses-Diaz.pdf;2011
M. Gonzalo Claros Díaz;¿Quién lo usó por vez primera? <em>Biología molecular</em>;n33-Entremeses-Diaz1.pdf;33;Entremeses;https://www.tremedica.org/wp-content/uploads/n33-Entremeses-Diaz1.pdf;2011
Maite Aragonés Lumeras;El traductor de patentes: de Sherlock Holmes a James Bond;n33-Ponencias-Lumeras.pdf;33;Tribuna;https://www.tremedica.org/wp-content/uploads/n33-Ponencias-Lumeras.pdf;2011
Montserrat Ruiz Pérez;¿Se debe usar el término <em>accidente</em> en el ámbito de la investigación científica?;n33-Tribuna-Perez.pdf;33;Tribuna;https://www.tremedica.org/wp-content/uploads/n33-Tribuna-Perez.pdf;2011
Pablo Mugüerza Pecker;Confesiones de un anticuerpo monoclonal;n33-Lapiz-Pecker.pdf;33;El lápiz de Esculapio;https://www.tremedica.org/wp-content/uploads/n33-Lapiz-Pecker.pdf;2011
Pablo Mugüerza Pecker|Lida Barbetti Vros|Lorenzo Gallego Borghini;Glosario crítico inglés-español de documentos de consentimiento informado;n33-Tradyterm-MuguerzaVrosBorghini.pdf;33;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n33-Tradyterm-MuguerzaVrosBorghini.pdf;2011
Pollux Hernúñez;Valentín García Yebra (1917-2010): adiós al maestro;n33-Semblanzas-Hernunez.pdf;33;Semblanzas;https://www.tremedica.org/wp-content/uploads/n33-Semblanzas-Hernunez.pdf;2011
Rafael Aleixandre;Fuentes de información en ciencias de la salud en Internet;n33-Ponencias-Aleixandre.pdf;33;Tribuna;https://www.tremedica.org/wp-content/uploads/n33-Ponencias-Aleixandre.pdf;2011
Redacción de Panace@;Agenda;n33-Agenda.pdf;33;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n33-Agenda.pdf;2011
Tamara Varela Vila|Elena Sánchez Trigo|Verónica Alonso Ferreira|Ana Villaverde Hueso;Vocabulario francés-español de enfermedades raras: errores innatos del metabolismo;n33-Tradyterm-VilaTrigoFerreiraHueso.pdf;33;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n33-Tradyterm-VilaTrigoFerreiraHueso.pdf;2011
Tomás Pérez Pazos;De concreción y densidad en Castellón;n33-Congresos-Pazos.pdf;33;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n33-Congresos-Pazos.pdf;2011
Vicent Montalt;Hacia una visión perspectivista de la traducción;n33-Editorial.pdf;33;Editorial;https://www.tremedica.org/wp-content/uploads/n33-Editorial.pdf;2011
Carmen Carbone|Miguel Turrión;En torno al lenguaje, entornos del lenguaje;n34-tribuna-carboneturrion.pdf;34;Tribuna;https://www.tremedica.org/wp-content/uploads/n34-tribuna-carboneturrion.pdf;2011
Carmen Quijada Diez;¿Quién lo usó por vez primera? <em>Heroína</em>;n34-entremeses-diez.pdf;34;Entremeses;https://www.tremedica.org/wp-content/uploads/n34-entremeses-diez.pdf;2011
Christoph Beyerlein-Buchner;Medizin am Fachbereich Translation, Sprache, Kultur (FTSK) der Universität Mainz in Germersheim (<em>disponible también en español</em>);n34-tribuna-buchner.pdf;34;Tribuna;https://www.tremedica.org/wp-content/uploads/n34-tribuna-buchner.pdf;2011
Christoph Beyerlein-Buchner;La asignatura de Medicina en la Facultad de Traducción, Lengua y Cultura de la Universidad de Maguncia en Germersheim (<em>disponible también en alemán</em>);n34-tribuna-buchner_ESP.pdf;34;Tribuna;https://www.tremedica.org/wp-content/uploads/n34-tribuna-buchner_ESP.pdf;2011
Cristina Estrada Velo;La medicina complementaria y alternativa desde el punto de vista del traductor;n34-tribuna-velo.pdf;34;Tribuna;https://www.tremedica.org/wp-content/uploads/n34-tribuna-velo.pdf;2011
Cristina Pestaña Castro;La reforma ortográfica alemana;n34-restilo-castro.pdf;34;Revisión y estilo;https://www.tremedica.org/wp-content/uploads/n34-restilo-castro.pdf;2011
Evaristo Martínez Belchí;<em>tradupedia.info</em>: herramientas de búsqueda para repensar la Wikipedia;n34-resenas-belchi.pdf;34;Reseñas;https://www.tremedica.org/wp-content/uploads/n34-resenas-belchi.pdf;2011
Fernando A. Navarro;<em>Heilpflanzen LA-DE-ES</em>: trescientas plantas medicinales de uso frecuente en Centroeuropa, con su sinonimia popular en alemán y español;n34-tradyterm-navarro.pdf;34;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n34-tradyterm-navarro.pdf;2011
Fernando A. Navarro;<em>Darreichungsformen-Abkürzungen DE-ES</em>: glosario de claves trilíteras utilizadas para indicar la forma galénica en bases farmacéuticas de datos;n34-tradyterm-navarro2.pdf;34;Traducción y terminología;https://www.tremedica.org/wp-content/uploads/n34-tradyterm-navarro2.pdf;2011
Francisco Cortés Gabaudan;El alemán como lengua de formación de neologismos;n34-entremeses-gabaudan3.pdf;34;Entremeses;https://www.tremedica.org/wp-content/uploads/n34-entremeses-gabaudan3.pdf;2011
Francisco Cortés Gabaudan;<em>Citoblasto</em>: el griego como lengua de prestigio para los científicos alemanes;n34-entremeses-gabaudan2.pdf;34;Entremeses;https://www.tremedica.org/wp-content/uploads/n34-entremeses-gabaudan2.pdf;2011
Francisco Cortés Gabaudan;<em>Ecología</em>, la economía de la naturaleza según Ernst Haeckel;n34-entremeses-gabaudan.pdf;34;Entremeses;https://www.tremedica.org/wp-content/uploads/n34-entremeses-gabaudan.pdf;2011
Gustavo A. Silva;Testigos de un acto histórico: la presentación del <em>Diccionario de términos médicos</em>;n34-congresos-silva.pdf;34;Congresos y actividades;https://www.tremedica.org/wp-content/uploads/n34-congresos-silva.pdf;2011
Ines-A. Busch-Lauer;<em>A Pill for Every Illness</em> – Revisited: Patient Information in Germany 2011;n34-tribuna-lauer.pdf;34;Tribuna;https://www.tremedica.org/wp-content/uploads/n34-tribuna-lauer.pdf;2011
Juan Manuel Martín Arias;Un mundo, el mundo (<em>die Welt!</em>): un idioma;n34-entremeses-arias.pdf;34;Entremeses;https://www.tremedica.org/wp-content/uploads/n34-entremeses-arias.pdf;2011
